league,season,team,player,nation,age,born,preferred_foot,pos,macro_pos,AE_1,AE_2,AE_3,AE_4,AE_5,AE_6,AE_7,AE_8,AE_9,AE_10,AE_11,AE_12,AE_13,AE_14,AE_15,AE_16
GER-Bundesliga,2022 - 2023,Köln,Eric Martel,GER,20,2002,Right,CDM,CDM,0.86585003,-0.21969402,-0.2657185,0.0003298074,0.10639638,0.3937902,-0.027324304,0.34765458,0.22607268,0.32643354,0.74052554,-0.40866867,0.29603162,-0.06670436,-0.020860296,0.7618248
GER-Bundesliga,2022 - 2023,Köln,Florian Kainz,AUT,29,1992,Right,CAM,CAM,-0.3002938,-0.091918185,0.4897496,0.39199233,0.15904334,-0.23052107,0.33982325,-0.34482718,0.12313965,0.12474005,0.48409474,-0.6836693,0.52262115,0.09589051,0.5263047,0.56097156
GER-Bundesliga,2022 - 2023,Köln,Julian Chabot,GER,24,1998,Left,CB,CB,0.6745995,0.13407901,-0.72917867,-0.34258828,0.020401224,0.45386964,0.4139369,-0.004787855,-0.0783788,-0.10362236,0.3992349,-0.2097475,-0.13754994,0.30978823,0.28256854,0.70582294
GER-Bundesliga,2022 - 2023,Köln,Linton Maina,GER,23,1999,Right,LM,Wide Midfielder,-0.28873506,-0.11624104,0.38282022,0.012404956,0.19225425,0.4761781,0.27855834,-0.29599887,0.03170081,-0.12929924,0.8381646,-0.018373087,0.2962299,-0.11235589,-0.12430273,0.87571096
GER-Bundesliga,2022 - 2023,Köln,Luca Kilian,GER,22,1999,Right,CB,CB,0.1805005,-0.4802436,-1.001259,-0.5984994,-0.4975408,0.66058904,0.044602077,0.20170712,-0.3194434,-0.4587608,0.83136356,0.25249198,0.38087863,0.36394203,-0.13331732,0.5547602
GER-Bundesliga,2022 - 2023,Köln,Steffen Tigges,GER,24,1998,Left,ST,ST,0.23571344,-0.04408209,0.10249718,-0.645641,-0.5908177,0.21336898,0.35224873,0.11758063,0.035304774,-0.23533544,0.60965145,-0.15470105,0.9220577,0.31403875,-0.62153935,1.0562534
GER-Bundesliga,2022 - 2023,Köln,Timo Hübers,GER,26,1996,Right,CB,CB,0.17002855,-0.008428223,-0.58960426,-0.71624076,-0.08833969,0.13012804,-0.20588003,0.73309815,0.25889987,-0.16579129,0.49871695,0.08152225,-0.22158208,0.22604154,0.8365125,0.2613663
GER-Bundesliga,2022 - 2023,Leverkusen,Adam Hložek,CZE,20,2002,Right,ST,ST,-0.070190325,-0.23029682,-0.00072021224,-0.59390146,-0.3395354,0.442021,0.5929821,0.2771262,0.068401255,0.45415375,0.66508126,-0.24160603,1.0325687,0.006726183,-0.26663753,0.6492144
GER-Bundesliga,2022 - 2023,Leverkusen,Amine Adli,MAR,22,2000,Left,ST,ST,0.078581706,0.013295494,0.0017181728,-0.31198388,0.16093385,0.35444117,0.3763178,0.2465605,0.06789186,0.303132,0.8799355,-0.027750572,0.37784255,-0.25935447,-0.67130655,0.5900079
GER-Bundesliga,2022 - 2023,Leverkusen,Edmond Tapsoba,BFA,23,1999,Right,CB,CB,0.28803882,0.15951818,-0.8135759,-0.20408897,0.076169774,0.23048645,-0.36597848,0.06748241,0.35871503,-0.25660607,0.33145756,-0.47075778,-0.8493412,0.27536404,0.38605508,0.16805151
GER-Bundesliga,2022 - 2023,Leverkusen,Exequiel Palacios,ARG,23,1998,Right,CM,CM,0.36160251,-0.6126531,-0.7180644,0.1694648,0.3662798,0.10209732,-0.066361114,0.43743777,0.16313122,0.5792255,0.9775399,-0.49098554,0.09963343,0.0653717,-0.099350415,0.24770853
GER-Bundesliga,2022 - 2023,Leverkusen,Florian Wirtz,GER,19,2003,Right,CAM,CAM,-0.33416298,-0.39710552,-0.4490306,0.12032062,0.114708796,0.4419256,0.6237405,0.21082292,0.06436573,0.1168921,0.8286145,-0.07501998,0.9071528,-0.36005843,-0.13762325,0.69079965
GER-Bundesliga,2022 - 2023,Leverkusen,Jeremie Frimpong,NED,21,2000,Right,RB,Fullback,-0.4110269,-0.3675427,0.41555044,0.12022962,0.38251758,0.66860265,-0.06755598,0.31753153,0.5944276,-0.30745548,0.5544604,0.50218964,-0.06700315,0.17612112,-0.29041997,-0.066230774
GER-Bundesliga,2022 - 2023,Leverkusen,Jonathan Tah,GER,26,1996,Right,CB,CB,0.20648004,0.053994156,-0.5943136,-0.80998987,-0.13161547,0.6504075,-0.046846613,0.2300397,0.18695349,-0.13909043,0.3230222,-0.28759396,-0.440455,0.53865117,0.62543774,0.21808305
GER-Bundesliga,2022 - 2023,Leverkusen,Kerem Demirbay,GER,29,1993,Left,CDM,CDM,0.62442,-0.51233304,-0.13222916,-0.36843354,-0.2138781,0.15218629,0.5771277,-0.0018630028,-0.15969357,-0.0059883045,0.63778114,-0.65315557,0.45931414,-0.31395635,-0.07900848,0.305222
GER-Bundesliga,2022 - 2023,Leverkusen,Mitchel Bakker,NED,22,2000,Left,LB,Fullback,0.09992741,-0.5437567,-0.21458437,-0.55473757,-0.16132006,0.31990284,0.44050443,0.303532,0.021935236,0.18403189,0.35224104,-0.292213,0.2283972,-0.08561081,-0.09942177,0.7263693
GER-Bundesliga,2022 - 2023,Leverkusen,Moussa Diaby,FRA,23,1999,Left,RM,Wide Midfielder,-0.34721586,0.3689162,0.9239795,-0.16810343,0.24878153,0.44751382,0.6959565,-0.20887975,0.3119037,0.06710151,0.3687635,-0.1944643,-0.18416889,0.1460177,-0.2925375,0.1663024
GER-Bundesliga,2022 - 2023,Leverkusen,Nadiem Amiri,GER,25,1996,Right,CM,CM,0.03778752,-0.47985554,-0.48455933,-0.3948311,-0.3956576,0.31663853,0.64101946,0.33616138,0.07260228,0.8097474,0.95867205,-0.31850365,0.5346466,-0.29314372,-0.21020031,0.30231017
GER-Bundesliga,2022 - 2023,Leverkusen,Patrik Schick,CZE,26,1996,Left,ST,ST,0.16990007,0.41216525,-0.39197266,-0.4127639,-0.35973307,0.27114093,0.57999104,0.025375932,-0.0832281,0.29412124,0.72855365,-0.1877653,0.69767565,-0.19733813,-0.9230872,1.0831577
GER-Bundesliga,2022 - 2023,Leverkusen,Piero Hincapié,ECU,20,2002,Left,CB,CB,0.50777686,-0.31354746,-0.4363609,-0.42777047,0.2846176,0.19897936,0.046610635,0.22268067,0.17255223,0.01349395,0.32384136,-0.19711536,-0.7450054,-0.10563286,0.15234724,0.4708227
GER-Bundesliga,2022 - 2023,Leverkusen,Robert Andrich,GER,27,1994,Right,CDM,CDM,0.63108087,-0.044499587,-0.25599676,-0.3246966,0.3105964,0.34396785,0.020015724,0.55069005,0.3175527,0.36030835,0.4788164,-0.6545043,0.070321895,0.036041535,0.35617825,0.3478879
GER-Bundesliga,2022 - 2023,Mainz 05,Aarón Martín,ESP,25,1997,Left,LB,Fullback,0.32692766,-0.8693661,-0.1303946,-0.5175941,-0.03166744,-0.16909817,0.5864212,0.5371148,-0.052889794,-0.047638603,0.7030024,-0.40231642,0.37925217,-0.12967527,0.12016835,0.4222515
GER-Bundesliga,2022 - 2023,Mainz 05,Andreas Hanche-Olsen,NOR,25,1997,Right,CB,CB,0.32381848,-0.33807904,-0.83939165,-0.55973697,0.017200362,0.11320107,0.36088938,0.28544402,0.10562157,-0.08636741,0.95851666,-0.058671832,0.60158265,0.039690323,0.32895726,0.8109475
GER-Bundesliga,2022 - 2023,Mainz 05,Anthony Caci,FRA,25,1997,Right,RB,Fullback,0.5582711,-0.7548925,-0.20569234,-0.21503095,-0.26333848,0.10435921,0.180991,0.5712453,-0.023919683,-0.2670685,0.45200884,-0.28378105,0.23226584,0.044266082,0.27499563,0.682701
GER-Bundesliga,2022 - 2023,Mainz 05,Anton Stach,GER,23,1998,Right,CDM,CDM,0.4048214,0.054440208,0.07055963,0.07227504,-0.10259861,0.24866824,0.27778822,-0.03494884,0.40005463,0.12576596,0.42346668,-0.71269697,0.6275911,-0.08737445,0.08859698,0.85888743
GER-Bundesliga,2022 - 2023,Mainz 05,Danny da Costa,GER,29,1993,Right,CB,CB,0.32129064,-0.31520256,-0.67318493,-0.25383133,-0.10156678,0.10336867,0.47181547,-0.22186978,0.15746208,-0.21536063,0.8189563,-0.28030875,0.5119893,-0.12650266,-0.39091593,1.5189748
GER-Bundesliga,2022 - 2023,Mainz 05,Dominik Kohr,GER,28,1994,Right,CB,CB,0.93087685,-0.27832267,0.04836701,-0.23007728,-0.12129238,0.17762785,-0.23956297,0.30397063,0.1160814,-0.012617894,0.69759804,-0.64746135,0.23202492,-0.14014909,0.069043405,0.600326
GER-Bundesliga,2022 - 2023,Mainz 05,Edimilson Fernandes,SUI,26,1996,Right,CDM,CDM,0.43597567,0.063420005,-0.3626794,-0.4361817,0.07896849,-0.057694584,0.29402268,-0.0026453808,0.43104327,0.28216118,0.7791142,-0.57214767,0.050830744,-0.104607925,0.82582337,0.7897735
GER-Bundesliga,2022 - 2023,Mainz 05,Karim Onisiwo,AUT,30,1992,Right,ST,ST,-0.11769244,0.057628326,0.95752597,-0.3355919,-0.52954805,0.32562476,0.12244301,0.18434006,0.678523,0.23908143,0.293738,-0.03958433,0.7201237,0.17459296,-0.58858705,0.8214723
GER-Bundesliga,2022 - 2023,Mainz 05,Ludovic Ajorque,FRA,28,1994,Left,ST,ST,0.05549791,0.20312807,-0.026300536,-0.5648344,-0.6085721,0.15313117,0.41244626,0.4609567,0.17747292,0.038759146,0.50181055,-0.30264193,1.1833615,0.16075134,-0.67411613,0.87849486
GER-Bundesliga,2022 - 2023,Mainz 05,Marcus Ingvartsen,DEN,26,1996,Left,ST,ST,-0.29845223,-0.3079833,-0.24140497,-0.41422173,-0.49702194,-0.15756153,0.06780858,0.07399944,-0.12591128,0.4013933,0.8853167,0.1329726,0.46233872,0.39406905,-0.7642386,0.71658623
GER-Bundesliga,2022 - 2023,Mainz 05,Silvan Widmer,SUI,29,1993,Right,RB,Fullback,0.30397585,-0.19529659,-0.32925892,-0.31259254,-0.0059435293,0.20495874,0.2144521,0.2313499,-0.1162685,-0.29177788,0.7686875,-0.18332207,0.34316617,0.09662449,-0.085524626,1.0096172
GER-Bundesliga,2022 - 2023,Mainz 05,Stefan Bell,GER,30,1991,Right,CB,CB,0.49220482,0.18691707,-0.5314061,-0.4085117,0.05027134,0.1930992,-0.051703833,0.33750486,0.35518768,0.0062488858,0.66246235,-0.29551506,-0.009607818,0.3061995,0.732709,0.76887953
GER-Bundesliga,2022 - 2023,RB Leipzig,Amadou Haidara,MLI,24,1998,Right,CM,CM,0.23795967,0.08617989,-0.36870423,-0.19547026,-0.1113548,0.56535083,0.04037858,0.45085025,0.002638488,0.256116,1.109811,-0.5490441,0.34942275,-0.044641763,0.07455494,0.35341918
GER-Bundesliga,2022 - 2023,RB Leipzig,André Silva,POR,26,1995,Right,ST,ST,0.08722365,0.7563254,0.354169,-0.012722276,-0.05368577,0.86919624,0.24584384,-0.31496632,0.0007658815,0.34880984,0.6234485,-0.20396352,0.34740528,0.14772041,-0.8692764,0.7453225
GER-Bundesliga,2022 - 2023,RB Leipzig,Benjamin Henrichs,GER,25,1997,Right,RB,Fullback,0.9145164,-0.5669331,-0.23249488,-0.071631774,0.1842995,0.25458902,0.010754112,0.28474584,0.28541514,-0.3460233,0.57788545,-0.51403123,0.029022656,0.032755792,-0.06936335,0.3285691
GER-Bundesliga,2022 - 2023,RB Leipzig,Christopher Nkunku,FRA,24,1997,Right,CAM,CAM,-0.40671766,0.10563608,0.41872457,-0.302931,-0.24654332,0.21877027,0.18601587,0.027087968,-0.21636415,0.5133208,0.7531349,0.031537972,0.3355735,0.4060284,-0.42798242,-0.21235487
GER-Bundesliga,2022 - 2023,RB Leipzig,Dani Olmo,ESP,24,1998,Right,CAM,CAM,0.004153149,0.123758785,0.047186792,0.17445618,0.005898699,0.5274499,0.78577614,0.06823783,0.15112756,0.5265292,0.77251387,-0.5231355,0.7566717,-0.35272968,-0.33663493,0.48378298
GER-Bundesliga,2022 - 2023,RB Leipzig,David Raum,GER,24,1998,Left,LB,Fullback,0.5219843,-0.58801,-0.070701815,0.11897898,-0.13135746,0.25087172,0.9259337,0.18063599,-0.12150451,0.014224071,0.34016186,-0.61231554,-0.19806688,-0.015947849,0.0023636147,0.82290435
GER-Bundesliga,2022 - 2023,RB Leipzig,Dominik Szoboszlai,HUN,21,2000,Right,CAM,CAM,0.0761424,-0.033667542,0.71959347,0.627564,0.19534874,0.37782508,0.29814678,0.35291195,0.42490056,0.4723715,0.081787735,-0.7821494,0.48444036,-0.10784891,0.14023358,-0.0015622936
GER-Bundesliga,2022 - 2023,RB Leipzig,Emil Forsberg,SWE,30,1991,Right,CAM,CAM,-0.29959488,-0.40754673,-0.24952151,-0.12746765,0.14284298,0.39105564,0.11025262,0.30556613,-0.19536297,0.3874382,0.9638771,-0.067708105,0.67141324,0.06327375,-0.30371267,0.5063498
GER-Bundesliga,2022 - 2023,RB Leipzig,Joško Gvardiol,CRO,20,2002,Left,LB,Fullback,-0.014597712,0.35910887,-0.82666045,-0.59712917,-0.007863529,0.31899464,-0.11080921,0.27177978,0.17260835,-0.33053783,0.39186555,-0.51385826,-0.8364899,-0.024328679,0.48240796,-0.020546552
GER-Bundesliga,2022 - 2023,RB Leipzig,Kevin Kampl,SVN,31,1990,Right,CM,CM,-0.09980957,-0.4167599,-0.506715,-0.5480877,-0.1309812,0.78167886,-0.14637399,0.47058344,-0.085118026,-0.058983825,1.2027925,-0.3079331,0.5681925,0.07922515,0.18354493,0.13048577
GER-Bundesliga,2022 - 2023,RB Leipzig,Konrad Laimer,AUT,25,1997,Right,RB,Fullback,0.5328837,-0.45447925,-0.31627947,0.2184335,-0.2635412,0.47781765,0.1339162,0.82696843,0.16584693,0.25066248,0.83678174,-0.085194305,0.33579785,-0.16499281,-0.34012696,0.3159407
GER-Bundesliga,2022 - 2023,RB Leipzig,Lukas Klostermann,GER,26,1996,Right,CB,CB,0.29869407,-0.24400723,-1.0236889,-0.38402352,-0.24421307,0.61182296,0.57135034,0.035828497,-0.06820701,0.38573423,0.7695077,-0.41106868,0.07102582,-0.076731384,-0.23250926,0.81603086
GER-Bundesliga,2022 - 2023,RB Leipzig,Mohamed Simakan,FRA,22,2000,Right,CB,CB,0.2450815,-0.28826267,-0.6423882,-0.27827948,-0.043200776,0.5555225,0.17024738,0.08507182,-0.10552743,-0.22612847,0.5689462,-0.2737721,-0.09439805,-0.023599803,-0.30685154,0.7109252
GER-Bundesliga,2022 - 2023,RB Leipzig,Timo Werner,GER,26,1996,Right,LW,Winger,-0.0969713,0.2545617,0.48411378,-0.510779,-0.13794915,0.5677762,0.38567638,0.01367414,0.007206453,0.16950879,0.55919766,0.06619178,0.17038584,0.00874003,-0.71622765,0.38848245
GER-Bundesliga,2022 - 2023,RB Leipzig,Willi Orban,HUN,29,1992,Right,CB,CB,0.13818842,0.0041002184,-0.4646037,-0.72652483,0.036628712,0.19260374,-0.53210145,0.36932266,0.004515918,-0.3508288,-0.24936222,-0.13219732,-0.94845665,-0.1298661,0.54416007,-0.07053012
GER-Bundesliga,2022 - 2023,RB Leipzig,Xaver Schlager,AUT,24,1997,Left,CDM,CDM,0.44292015,-0.80868846,-0.75014096,-0.39180738,-0.17858657,0.5109914,0.09505808,0.3426692,-0.014420381,-0.096325606,1.2024313,-0.44440103,0.36762223,-0.11667128,-0.0878274,0.27574876
GER-Bundesliga,2022 - 2023,Schalke 04,Alex Král,CZE,24,1998,Right,CM,CM,0.54639345,-0.06693795,-0.19052193,-0.21935579,-0.24843243,0.32732725,-0.0360194,-0.17176318,0.41720092,0.04334003,0.86890566,-0.6445053,0.1318708,0.022929192,0.0018970668,1.0220559
GER-Bundesliga,2022 - 2023,Schalke 04,Kenan Karaman,TUR,28,1994,Right,CAM,CAM,0.10179244,0.065930046,-0.47521392,-0.16852406,-0.3170878,0.23686816,0.5090103,-0.083898515,0.042429313,0.15606079,0.93623644,-0.082119256,0.92421854,-0.17853895,-0.59737355,1.4316204
GER-Bundesliga,2022 - 2023,Schalke 04,Marius Bülter,GER,29,1993,Right,ST,ST,-0.18121138,-0.48518106,0.5066562,0.11486839,-0.54395676,-0.25783962,0.034495384,0.010645725,0.44721258,0.07680476,0.35841316,-0.071832314,0.12249999,0.77893794,-0.32727715,0.74577945
GER-Bundesliga,2022 - 2023,Schalke 04,Maya Yoshida,JPN,33,1988,Right,CB,CB,0.4955492,0.22254702,-0.5132613,-0.62684894,-0.13082607,0.15782955,0.07375111,0.032261558,0.24672204,-0.03277056,0.4661935,-0.39353812,-0.33691537,0.2891025,0.7965422,0.7925447
GER-Bundesliga,2022 - 2023,Schalke 04,Moritz Jenz,GER,23,1999,Right,CB,CB,0.34072053,-0.07257513,-0.9547517,-0.43676534,-0.3479874,0.44742513,0.57178324,0.0034537092,-0.10020226,0.3259997,0.7704169,-0.024648944,0.23120745,-0.017945766,-0.16677244,1.1553335
GER-Bundesliga,2022 - 2023,Schalke 04,Rodrigo Zalazar,URU,22,1999,Right,CAM,CAM,0.14018416,0.12648052,0.035804138,0.24753949,-0.11207867,0.12118452,0.7576653,-0.34860086,0.10299574,0.40290958,0.9409861,-0.42481956,1.0993521,-0.45810527,-0.035938654,0.98391336
GER-Bundesliga,2022 - 2023,Schalke 04,Thomas Ouwejan,NED,25,1996,Left,LB,Fullback,0.48810977,-0.5668573,-0.6185222,-0.3412341,-0.26403537,-0.10696013,0.9971712,-0.19803001,-0.13063493,0.15457644,0.8622629,-0.3517051,0.35206792,-0.32151598,-0.22966522,1.4863937
GER-Bundesliga,2022 - 2023,Schalke 04,Tom Krauß,GER,21,2001,Right,CDM,CDM,1.1640502,-0.45368198,-0.06924262,0.3778922,0.12146379,0.2641291,-0.49277073,0.69296384,0.34802213,0.13793872,0.86622316,-0.1551131,0.5162888,-0.009958565,-0.06768465,0.6807663
GER-Bundesliga,2022 - 2023,Stuttgart,Borna Sosa,CRO,24,1998,Left,LB,Fullback,0.09220275,-0.44632447,0.06113968,-0.05393789,0.18681684,-0.06732467,1.0252681,0.17334464,0.016267218,-0.5081964,0.11781968,-0.7462182,0.22549361,0.022843264,0.28935444,0.5609351
GER-Bundesliga,2022 - 2023,Stuttgart,Chris Führich,GER,24,1998,Right,LM,Wide Midfielder,0.13755243,-0.5124574,0.09095029,0.1508116,-0.4473736,0.57780504,0.4473129,0.25179172,0.31909993,0.28867596,0.7520626,-0.07394239,0.17960726,0.17149176,-0.33209148,0.17318621
GER-Bundesliga,2022 - 2023,Stuttgart,Dan-Axel Zagadou,FRA,23,1999,Left,CB,CB,0.2954749,0.45961633,-1.0045401,-0.42572042,-0.2316438,0.5354742,0.4993143,0.18661138,0.16639164,0.12773487,0.69735277,-0.38087407,-0.066736534,0.33886456,0.2644331,0.53954065
GER-Bundesliga,2022 - 2023,Stuttgart,Hiroki Ito,JPN,23,1999,Left,CB,CB,0.40159982,-0.11861586,-0.33300254,-0.42849874,-0.15401192,-0.03010302,0.22951448,0.11781625,0.20590979,0.100162104,0.069980584,-0.8332015,-0.55951387,-0.42310017,0.5862565,0.30077755
GER-Bundesliga,2022 - 2023,Stuttgart,Josha Vagnoman,GER,21,2000,Right,RB,Fullback,0.29754385,-0.07791068,-0.46468252,-0.20653325,-0.18674475,0.72471714,0.3156008,0.04603605,0.1320361,0.032185115,0.7698636,-0.19489405,0.58022034,0.29410893,-0.3879344,0.6711821
GER-Bundesliga,2022 - 2023,Stuttgart,Konstantinos Mavropanos,GRE,24,1997,Right,CB,CB,0.745293,0.16742131,-0.3288962,-0.25772217,-0.2378608,0.31255317,0.040391523,-0.08817381,0.1709052,0.04200208,0.15108936,-0.2663821,-0.18270096,-0.09920077,0.2861257,0.4065234
GER-Bundesliga,2022 - 2023,Stuttgart,Naouirou Ahamada,FRA,20,2002,Right,CM,CM,0.009691001,-0.59011996,-0.553392,-0.46296844,-0.23604125,0.5233373,0.47238111,0.15618038,0.12485517,0.53029543,1.000586,-0.16914147,0.4195025,-0.2877145,-0.09043555,0.5540912
GER-Bundesliga,2022 - 2023,Stuttgart,Serhou Guirassy,GUI,26,1996,Right,ST,ST,-0.07348983,0.14950576,0.03888034,-0.53065383,-0.49056593,0.31502146,0.23934361,0.11313857,-0.18677588,0.29509404,0.6102898,0.086468674,0.26307833,0.5109515,-0.718119,0.37974924
GER-Bundesliga,2022 - 2023,Stuttgart,Tiago Tomás,POR,20,2002,Right,LW,Winger,0.06690712,-0.16977824,0.0564382,-0.23063834,-0.33753237,0.1904179,0.859271,0.008520585,0.062704176,0.27789292,0.7497164,-0.1658296,0.8077483,-0.12188351,-0.4954209,1.1116347
GER-Bundesliga,2022 - 2023,Stuttgart,Waldemar Anton,GER,26,1996,Right,CB,CB,0.33875456,-0.06657202,-0.378283,-0.35774827,0.015660554,0.18216838,-0.29755652,-0.07321422,0.333029,-0.28292608,0.18544635,-0.29387355,-0.51427567,-0.13639489,0.4366754,0.43890354
GER-Bundesliga,2022 - 2023,Stuttgart,Wataru Endo,JPN,29,1993,Right,CDM,CDM,0.586254,-0.22875771,0.50268877,0.32467347,0.099416554,0.5394915,-0.55952287,0.4948895,0.21839549,-0.04684145,0.5008402,-0.54595286,0.46704063,-0.02742137,0.23032323,0.08901069
GER-Bundesliga,2022 - 2023,Union Berlin,Christopher Trimmel,AUT,35,1987,Right,RB,Fullback,0.24961,-0.108806215,-0.4146315,-0.24522352,0.33638492,-0.13409734,0.7074457,-0.1347791,0.17946833,-0.19553478,0.58180594,-0.55038404,0.4673945,-0.15153769,0.2177971,1.1886446
GER-Bundesliga,2022 - 2023,Union Berlin,Danilho Doekhi,NED,24,1998,Right,CB,CB,0.17897879,-0.5232376,-0.30417132,-0.8613909,-0.08612946,0.2578801,0.077292755,0.79760504,0.080026455,0.076006696,0.35146034,0.09945994,0.26274392,0.1604449,0.32318714,0.5263957
GER-Bundesliga,2022 - 2023,Union Berlin,Janik Haberer,GER,28,1994,Right,CM,CM,0.27445933,-0.3632807,0.37440374,-0.28941822,-0.2674547,0.38830447,-0.042339586,0.56477946,0.113506116,0.24571706,0.62630004,-0.32934177,0.5578625,0.06131024,-0.0091345385,0.74308634
GER-Bundesliga,2022 - 2023,Union Berlin,Josip Juranović,CRO,26,1995,Right,RB,Fullback,-0.05159608,-0.6319418,-0.7143437,-0.5232096,-0.49362186,0.0017959476,0.60752326,0.06612417,-0.31233212,-0.1679085,1.5035683,-0.16921416,0.6103359,0.0894189,-0.025680609,0.802831
GER-Bundesliga,2022 - 2023,Union Berlin,Julian Ryerson,NOR,24,1997,Right,RB,Fullback,0.44268465,-0.31885839,-0.7600612,-0.19752672,-0.3116916,0.13073765,0.7764503,0.19571836,0.23579982,0.46097857,0.9721581,-0.31104708,0.340941,-0.25513387,-0.23753053,1.1583828
GER-Bundesliga,2022 - 2023,Union Berlin,Kevin Behrens,GER,31,1991,Right,ST,ST,-0.019746117,-0.066930726,0.2932904,-0.73145264,-0.5194987,0.2102237,0.062424056,0.52342385,0.14852354,-0.0733369,0.7034889,-0.21497074,1.0827223,0.18777134,-0.43260166,0.80091894
GER-Bundesliga,2022 - 2023,Union Berlin,Paul Jaeckel,GER,24,1998,Right,CB,CB,-0.24064277,-0.73995036,-0.86046624,-0.49715218,-0.2646855,0.3155082,0.3725292,1.2857834,0.0675409,0.34611923,0.564071,0.36457628,0.4916366,-0.060796455,0.22155374,0.64470136
GER-Bundesliga,2022 - 2023,Union Berlin,Rani Khedira,GER,28,1994,Right,CDM,CDM,0.8435562,-0.4007503,0.033563763,-0.4623008,-0.13129584,0.36679476,-0.27415127,0.23360895,0.2502395,-0.020747412,0.7511323,-0.5891656,0.23220125,0.32714128,0.30275968,0.6832021
GER-Bundesliga,2022 - 2023,Union Berlin,Robin Knoche,GER,30,1992,Right,CB,CB,0.16122368,-0.24158692,-0.6816064,-0.7155969,0.07825347,0.073174804,-0.426587,0.0061076283,0.10033407,-0.39763469,0.83075505,-0.16012314,-0.12845266,0.44467553,0.9217894,0.22925727
GER-Bundesliga,2022 - 2023,Union Berlin,Sheraldo Becker,SUR,27,1995,Right,ST,ST,-0.38550556,-0.17440541,0.9343448,-0.69030106,-0.0709285,0.029041326,0.5957673,0.06637576,0.42932785,-0.05287097,0.35643524,-0.16914356,0.6616865,0.07841953,-0.07754204,0.6617721
GER-Bundesliga,2022 - 2023,Werder Bremen,Amos Pieper,GER,24,1998,Right,CB,CB,0.4544318,-0.37022483,-0.5505917,-0.59773856,-0.121250615,0.20870629,0.025281914,0.449152,0.15549043,-0.08264539,0.49459392,-0.20916542,0.23976898,0.027834572,0.36591455,0.5822193
GER-Bundesliga,2022 - 2023,Werder Bremen,Anthony Jung,GER,30,1991,Left,CB,CB,0.3660475,-0.4366531,-0.14481975,-0.40709466,0.6628027,0.11924246,0.009093961,0.27269465,0.19140163,-0.12694718,0.4441769,-0.3849303,0.07433405,-0.05187367,0.1380173,0.78446954
GER-Bundesliga,2022 - 2023,Werder Bremen,Ilia Gruev,BUL,22,2000,Left,CDM,CDM,0.68366593,-0.36339813,-0.60371137,-0.17094326,-0.019288875,0.59048635,0.41757482,0.23148777,0.087003045,0.42320704,0.9088062,-0.6074888,-0.056953613,0.02624479,-0.07550441,0.64933217
GER-Bundesliga,2022 - 2023,Werder Bremen,Jens Stage,DEN,25,1996,Right,CM,CM,0.21290028,-0.13421404,-0.08349593,-0.3532165,-0.0012001768,0.2697633,-0.04942347,0.26970947,-0.020091334,-0.22839014,0.86746407,-0.087669104,0.74880886,0.16480702,0.084504746,1.0108606
GER-Bundesliga,2022 - 2023,Werder Bremen,Leonardo Bittencourt,GER,28,1993,Right,CAM,CAM,0.37090033,-0.68574,-0.13033186,0.037290268,-0.102984115,0.14045963,0.17891043,0.41912216,0.13358147,0.1721136,1.1486428,-0.26215163,0.42581704,-0.5179118,-0.17243382,0.59515995
GER-Bundesliga,2022 - 2023,Werder Bremen,Marco Friedl,AUT,24,1998,Left,CB,CB,0.84370524,-0.17379361,-0.58638555,-0.19626544,-0.078220114,0.020549407,-0.047494896,0.11546215,0.14480308,-0.19867694,0.5317513,-0.35160464,-0.38640314,-0.050054953,0.63112664,0.45434946
GER-Bundesliga,2022 - 2023,Werder Bremen,Marvin Ducksch,GER,28,1994,Right,ST,ST,-0.057565976,0.5363508,1.2742989,-0.7014063,-0.028483935,-0.19417946,0.5603142,0.02652752,0.16077198,0.4836906,-0.014989883,-0.5586911,0.42856762,0.07140645,0.1717008,0.7789694
GER-Bundesliga,2022 - 2023,Werder Bremen,Mitchell Weiser,GER,28,1994,Right,RB,Fullback,0.4338635,-0.54040575,0.3106392,0.56904304,0.6023059,0.29378676,-0.17442328,-0.15289499,0.26274273,-0.29205662,0.6239758,-0.14032891,0.5288628,-0.16869622,0.09113828,0.59346217
GER-Bundesliga,2022 - 2023,Werder Bremen,Niclas Füllkrug,GER,29,1993,Right,ST,ST,-0.6437584,0.013232574,0.3500914,-0.27412784,0.03388209,-0.28830695,-0.19423947,0.06481438,0.47463894,0.6135709,0.34377015,-0.15661795,0.5075698,0.60090023,-0.3338235,0.4473973
GER-Bundesliga,2022 - 2023,Werder Bremen,Niklas Schmidt,GER,24,1998,Right,CM,CM,0.16419838,-0.20404103,-0.45543498,-0.25257626,-0.55668414,0.31946123,0.5263565,0.6672593,0.34979862,0.40081707,0.76216495,-0.45316544,0.70945024,-0.1699374,-0.2257747,0.43147522
GER-Bundesliga,2022 - 2023,Werder Bremen,Niklas Stark,GER,27,1995,Right,CB,CB,0.5141751,0.09872157,-0.84726864,-0.27993536,0.00096479803,0.34161526,0.09452817,0.56056577,0.4152103,0.18210284,0.6176157,-0.23824361,-0.082431346,0.29401064,0.5470468,0.52028984
